model;rok;cena;cena_srednia;cena_procent;przebieg;przebieg_sredni;przebieg_procent;link
Audi A4;2007;5.088888888888889;5.41;-5.9;197;235.82;-16.5;otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-benzyna-163-km-z-niemiec-tylko-197-tys-km-oryginal-s-line-ID6GAnR7.html
Audi A4;2007;5.088888888888889;5.41;-5.9;197;235.82;-16.5;otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-benzyna-163-km-z-niemiec-tylko-197-tys-km-oryginal-s-line-ID6GAnR7.html
Audi A4;2014;10.777777777777779;11.54;-6.6;165;185.15;-10.9;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-1-8-tfsi-165kkm-bezwypadkowy-ID6GDBjU.html
Audi A4;2020;25.755555555555556;27.58;-6.6;41;83.84;-51.1;otomoto.pl/osobowe/oferta/audi-a4-35-tfsi-mhev-s-tronic-ID6GB8r1.html
Audi A4;2006;4.666666666666667;5.0;-6.7;160;225.43;-29.0;otomoto.pl/osobowe/oferta/audi-a4-sprowadzony-zarejestrowany-webasto-jeden-wlasciciel-ID6GAAVF.html
Audi A4;2007;5.044444444444444;5.41;-6.8;196;235.82;-16.9;otomoto.pl/osobowe/oferta/audi-a4-import-niemcy-fajny-stan-1-wlasciciel-bezwypadkowy-ID6GzpDR.html
Audi A4;2021;27.311111111111114;29.44;-7.2;60;64.0;-6.2;otomoto.pl/osobowe/oferta/audi-a4-limousinie-s-tronic-led-carplay-ambiente-gwarancja-fv23-dostawa-ID6GCAJ0.html
Audi A4;2021;27.311111111111114;29.44;-7.2;52;64.0;-18.8;otomoto.pl/osobowe/oferta/audi-a4-pierwszy-wlasciciel-polski-salon-kamera-podgrzewane-fotele-ID6GBCxu.html
Audi A4;2018;19.11111111111111;20.59;-7.2;93;123.61;-24.8;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-bezwypadkowy-stan-idealny-ID6GCmKm.html
Audi A4;2020;25.533333333333335;27.58;-7.4;70;83.84;-16.5;otomoto.pl/osobowe/oferta/audi-a4-35-tfsi-mhev-s-tronic-fv23-salon-polska-1-wlasciciel-ID6Gy9Sx.html
Audi A4;2022;28.866666666666667;31.22;-7.5;14;36.33;-61.5;otomoto.pl/osobowe/oferta/audi-a4-w-cenie-gwarancja-2-lata-przeglady-serwisowe-na-3-lata-ID6G75Qj.html
Audi A4;2022;28.866666666666667;31.22;-7.5;14;36.33;-61.5;otomoto.pl/osobowe/oferta/audi-a4-w-cenie-gwarancja-2-lata-przeglady-serwisowe-na-3-lata-ID6GkTvX.html
Audi A4;2023;33.31111111111111;36.04;-7.6;11;19.81;-44.5;otomoto.pl/osobowe/oferta/audi-a4-prestige-plus-bezwypadkowy-2023-gwarancja-led-wirtual-okazja-ID6Gfhwv.html
Audi A4;2023;33.31111111111111;36.04;-7.6;5;19.81;-74.8;otomoto.pl/osobowe/oferta/audi-a4-od-reki-sportowe-fotele-sound-system-smartphone-kamera-ID6GyfJh.html
Audi A4;2009;6.444444444444445;6.98;-7.7;142;191.81;-26.0;otomoto.pl/osobowe/oferta/audi-a4-ID6Gwow7.html
Audi A4;2009;6.422222222222222;6.98;-8.0;107;191.81;-44.2;otomoto.pl/osobowe/oferta/audi-a4-100-bezwypadkowa-orginal-z-niemiec-oplacona-super-stan-polecam-ID6GCmZi.html
Audi A4;2018;18.88888888888889;20.59;-8.3;45;123.61;-63.6;otomoto.pl/osobowe/oferta/audi-a4-pieknie-i-dynamiczne-190-km-audi-a4-b9-w-niskiej-cenie-s-line-ID6GAyj4.html
Audi A4;2010;6.666444444444444;7.28;-8.4;121;196.94;-38.6;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-avant-niski-przebieg-121-tys-km-ID6GuJxN.html
Audi A4;2016;16.11111111111111;17.6;-8.5;145;169.41;-14.4;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b9-1-4-tfsi-salon-polska-ID6GCWNZ.html
Audi A4;2007;4.933333333333334;5.41;-8.8;194;235.82;-17.7;otomoto.pl/osobowe/oferta/audi-a4-bogata-wersja-s-line-krajowy-warto-ID6Gn5Ww.html
Audi A4;2008;5.666666666666667;6.23;-9.0;196;230.73;-15.1;otomoto.pl/osobowe/oferta/audi-a4-b7-1-8t-163km-2008r-xenon-alu-grzane-fotele-klima-zadbana-z-niemiec-ID6GugD8.html
Audi A4;2023;32.644444444444446;36.04;-9.4;18;19.81;-9.1;otomoto.pl/osobowe/oferta/audi-a4-ID6Go5Qa.html
Audi A4;2019;23.311111111111114;25.76;-9.5;60;89.81;-33.2;otomoto.pl/osobowe/oferta/audi-a4-avant-35tfsi-2-0-150km-s-tronic-2019-r-salon-pl-i-wl-f-a-vat-ID6GAQmL.html
Audi A4;2019;23.311111111111114;25.76;-9.5;60;89.81;-33.2;otomoto.pl/osobowe/oferta/audi-a4-avant-35tfsi-2-0-150km-s-tronic-2019-r-salon-pl-i-wl-f-a-vat-ID6GAQmL.html
Audi A4;2023;32.5;36.04;-9.8;14;19.81;-29.3;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-avant-s-line-35tfsi-s-tronic-cesja-leasingu-ID6Gwhz3.html
Audi A4;2007;4.866666666666666;5.41;-10.0;170;235.82;-27.9;otomoto.pl/osobowe/oferta/audi-a4-1-6mpi-102km-climatronic-4xelektr-szyby-tempomat-brak-rdzy-zadbana-ID6Gywwg.html
Audi A4;2011;7.311111111111111;8.13;-10.1;158;215.83;-26.8;otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-160km-klimatyzacja-bezwypadkowy-serwis-super-stan-ID6GuFEJ.html
Audi A4;2003;2.888888888888889;3.23;-10.6;221;248.39;-11.0;otomoto.pl/osobowe/oferta/audi-a4-fajny-kabriolet-ID6GfRvH.html
Audi A4;2017;17.08888888888889;19.13;-10.7;113;140.7;-19.7;otomoto.pl/osobowe/oferta/audi-a4-salon-polska-virtualcocpit-full-led-mozliwazamiana-super-stan-ID6FVrzN.html
Audi A4;2023;32.2;36.04;-10.7;10;19.81;-49.5;otomoto.pl/osobowe/oferta/audi-a4-lane-assist-kluczyk-komfortowy-fotele-podgrzewane-ambiente-ID6GAMwS.html
Audi A4;2003;2.8666666666666667;3.23;-11.2;223;248.39;-10.2;otomoto.pl/osobowe/oferta/audi-a4-automat-zadbane-a4-bez-korozji-ID6GD9H6.html
Audi A4;2003;2.8666666666666667;3.23;-11.2;213;248.39;-14.2;otomoto.pl/osobowe/oferta/audi-a4-2-0-i-klima-automatyczna-ksenon-ID6GzF1P.html
Audi A4;2008;5.511111111111111;6.23;-11.5;214;230.73;-7.3;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-1-8-tfsi-160km-z-niemiec-przebieg-214000-ID6Gvxvv.html
Audi A4;2006;4.422222222222222;5.0;-11.6;200;225.43;-11.3;otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-163km-xenon-klimatronic-grz-fotele-tempomat-alu16-parktronik-ID6GD9BS.html
Audi A4;2006;4.422222222222222;5.0;-11.6;200;225.43;-11.3;otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-163km-xenon-klimatronic-grz-fotele-tempomat-alu16-parktronik-ID6GD9BS.html
Audi A4;2006;4.422222222222222;5.0;-11.6;194;225.43;-13.9;otomoto.pl/osobowe/oferta/audi-a4-1-8t-163km-s-lineparktronikklimatronikautomatrelingialus-ID6GAsJG.html
Audi A4;2001;2.2;2.49;-11.6;195;235.62;-17.2;otomoto.pl/osobowe/oferta/audi-a4-b6-1-8-turbo-navixenonskoragrzanebose-z-niemiec-ID6GuyJO.html
Audi A4;2001;2.2;2.49;-11.6;182;235.62;-22.8;otomoto.pl/osobowe/oferta/audi-a4-1-6-mpi-benzyna-102km-climatronic-super-stan-zamiana-ID6GxzYi.html
Audi A4;2018;18.200000000000003;20.59;-11.6;90;123.61;-27.2;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b9-ID6GABWZ.html
Audi A4;2010;6.422222222222222;7.28;-11.8;165;196.94;-16.2;otomoto.pl/osobowe/oferta/audi-a4-1-8-benzyna-ID6GD1fc.html
Audi A4;2010;6.422222222222222;7.28;-11.8;144;196.94;-26.9;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-ID6Gea7e.html
Audi A4;2021;25.89333333333333;29.44;-12.0;52;64.0;-18.8;otomoto.pl/osobowe/oferta/audi-a4-audi-35tfsi-mhev-s-tronic-polski-salon-cesja-leasingu-ID6GCXxs.html
Audi A4;2011;7.088888888888889;8.13;-12.8;170;215.83;-21.2;otomoto.pl/osobowe/oferta/audi-a4-1-8t-super-stan-serwis-1-reka-sedan-ID6GD6ix.html
Audi A4;2021;25.533333333333335;29.44;-13.3;44;64.0;-31.2;otomoto.pl/osobowe/oferta/audi-a4-35-tfsi-mhev-s-tronic-150km-ID6GCfDH.html
Audi A4;2021;25.533333333333335;29.44;-13.3;41;64.0;-35.9;otomoto.pl/osobowe/oferta/audi-a4-komfortowy-klucz-ambiente-klimatyzacja-3-strefowa-led-ID6GD0XL.html
Audi A4;2021;25.533333333333335;29.44;-13.3;41;64.0;-35.9;otomoto.pl/osobowe/oferta/audi-a4-komfortowy-klucz-ambiente-klimatyzacja-3-strefowa-led-ID6GD0XL.html
Audi A4;2021;25.533333333333335;29.44;-13.3;40;64.0;-37.5;otomoto.pl/osobowe/oferta/audi-a4-avant-35-tfsi-stronic-salon-pl-bezwypadkowy-fv23-pierwszy-wlascicel-ID6GAgCj.html
Audi A4;2005;3.9777777777777774;4.63;-14.1;214;230.67;-7.2;otomoto.pl/osobowe/oferta/audi-a4-2-0t-200ps-navi-super-stan-bezwypadkowy-gwarancja-ID6GcEBQ.html
Audi A4;2016;15.11111111111111;17.6;-14.1;140;169.41;-17.4;otomoto.pl/osobowe/oferta/audi-a4-salon-pl-automat-bezwypadkowy-ID6GBD6v.html
Audi A4;2005;3.9777777777777774;4.63;-14.1;185;230.67;-19.8;otomoto.pl/osobowe/oferta/audi-a4-avant-1-8-t-163-km-gwarancja-pisemna-sprowadzony-ID6Gzf1L.html
Audi A4;2007;4.644444444444444;5.41;-14.2;219;235.82;-7.1;otomoto.pl/osobowe/oferta/audi-a4-klimatronic-gwarancja-1-6-mpi-2007r-ID6GCXyB.html
Audi A4;2009;5.977777777777778;6.98;-14.4;171;191.81;-10.8;otomoto.pl/osobowe/oferta/audi-a4-b81-8-turbo120-pstylko-171-tys-kmimportmegazadbanyjedynataka-ID6GyiCT.html
Audi A4;2009;5.977777777777778;6.98;-14.4;171;191.81;-10.8;otomoto.pl/osobowe/oferta/audi-a4-b81-8-turbo120-pstylko-171-tys-kmimportmegazadbanyjedynataka-ID6GyiCT.html
Audi A4;2020;23.533333333333335;27.58;-14.7;75;83.84;-10.5;otomoto.pl/osobowe/oferta/audi-a4-salon-polska-ID6GpSIP.html
Audi A4;2008;5.311111111111111;6.23;-14.7;163;230.73;-29.4;otomoto.pl/osobowe/oferta/audi-a4-1-8-benzyna-160km-oryginal-lakier-dobra-wersja-ID6GzICn.html
Audi A4;2008;5.311111111111111;6.23;-14.7;163;230.73;-29.4;otomoto.pl/osobowe/oferta/audi-a4-1-8-benzyna-160km-oryginal-lakier-dobra-wersja-ID6GzICn.html
Audi A4;2010;6.199999999999999;7.28;-14.8;183;196.94;-7.1;otomoto.pl/osobowe/oferta/audi-a4-b8-1-8-tfsi-160km-niski-przebieg-serwisowana-ID6Gy4fN.html
Audi A4;2007;4.611111111111111;5.41;-14.8;201;235.82;-14.8;otomoto.pl/osobowe/oferta/audi-a4-2-0-mpi-130-ps-caly-s-line-oryginal-przebieg-ladna-ID6GqJNR.html
Audi A4;2021;24.889111111111113;29.44;-15.5;55;64.0;-14.1;otomoto.pl/osobowe/oferta/audi-a4-35-tfsi-salon-polska-1-wlasciciel-serwis-aso-automat-vat-23-ID6GCY7P.html
Audi A4;2019;21.755555555555556;25.76;-15.5;77;89.81;-14.3;otomoto.pl/osobowe/oferta/audi-a4-virtual-indukcja-s-line-tempomat-nawigacja-sound-system-pakiety-ID6GwQvP.html
Audi A4;2012;8.422222222222222;10.13;-16.9;169;181.72;-7.0;otomoto.pl/osobowe/oferta/audi-a4-lift-2012-170ps-benzyna-klima-alu-ID6GBCJu.html
Audi A4;2009;5.777777777777778;6.98;-17.2;136;191.81;-29.1;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-2009r-ID6GCYRK.html
Audi A4;2010;5.977777777777778;7.28;-17.9;182;196.94;-7.6;otomoto.pl/osobowe/oferta/audi-a4-xenon-led-zarejestrowany-ID6GzUJ2.html
Audi A4;2022;25.533333333333335;31.22;-18.2;26;36.33;-28.4;otomoto.pl/osobowe/oferta/audi-a4-navi-mmi-virtual-cocpit-led-ambiente-audi-sound-system-ID6GBCDA.html
Audi A4;2022;25.533333333333335;31.22;-18.2;26;36.33;-28.4;otomoto.pl/osobowe/oferta/audi-a4-navi-mmi-virtual-cocpit-led-ambiente-audi-sound-system-ID6GBCDA.html
Audi A4;2011;6.644444444444444;8.13;-18.3;180;215.83;-16.6;otomoto.pl/osobowe/oferta/audi-a4-quattro-100-bezwypadkowa-orginal-led-xsenon-oplacona-super-stan-ID6GD9Tx.html
Audi A4;2011;6.644444444444444;8.13;-18.3;178;215.83;-17.5;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-1-8-t-alu-klima-czujniki-parkowania-ID6GBujU.html
Audi A4;2003;2.5999999999999996;3.23;-19.5;218;248.39;-12.2;otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-benzyna-maly-przebieg-bardzo-ladna-1-wlasciciel-sedan-ID6GwU1f.html
Audi A4;2006;4.0;5.0;-20.0;192;225.43;-14.8;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b7-ID6GBwG7.html
Audi A4;2020;21.88888888888889;27.58;-20.6;79;83.84;-5.8;otomoto.pl/osobowe/oferta/audi-a4-s-tronic-150km-salon-polska-aso-ID6GDID5.html
Audi A4;2020;21.755555555555556;27.58;-21.1;61;83.84;-27.2;otomoto.pl/osobowe/oferta/audi-a4-a4-35-tfsi-mhev-salon-pl-serwis-aso-fv23-ID6Gr0N0.html
Audi A4;2016;13.755555555555555;17.6;-21.8;118;169.41;-30.3;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b9-ultra-design-190km-udokumentowany-przebieg-stan-idealny-ID6GqeKh.html
Audi A4;2020;21.53311111111111;27.58;-21.9;70;83.84;-16.5;otomoto.pl/osobowe/oferta/audi-a4-f-vat-app-tfsi-salon-pl-tempomat-g-fotele-gwarancja-ID6GmUIT.html
Audi A4;2012;7.666444444444445;10.13;-24.3;150;181.72;-17.5;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-super-stan-bardzo-maly-przebieg-pierwszy-wlasciciel-ID6GBDQR.html
Audi A4;2003;2.4442222222222223;3.23;-24.3;199;248.39;-19.9;otomoto.pl/osobowe/oferta/audi-a4-2-0-benz-130km-100-oryginalny-lakier-bezwypadkowy-ID6GwVmX.html
Audi A4;2005;3.488888888888889;4.63;-24.6;175;230.67;-24.1;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b7-2-0-s-line-sedan-bezyna-130km-bi-xenon-z-niemiec-ID6GAB4N.html
Audi A4;2017;14.422222222222224;19.13;-24.6;84;140.7;-40.3;otomoto.pl/osobowe/oferta/audi-a4-1-4-krajowy-bezwypadkowy-pierwszy-wlasciciel-serwisowany-2017-rok-ID6GAIFr.html
Audi A4;2002;1.9555555555555557;2.63;-25.6;177;229.0;-22.7;otomoto.pl/osobowe/oferta/audi-a4-klimatronik-serwis-po-oplatach-ID6GvOMd.html
Audi A4;2006;3.711111111111111;5.0;-25.8;180;225.43;-20.2;otomoto.pl/osobowe/oferta/audi-a4-2-0-mpi-grzane-fotele-parctronic-nowe-tlumiki-ID6GB1WM.html
Audi A4;2004;2.8666666666666667;3.92;-26.9;199;232.08;-14.3;otomoto.pl/osobowe/oferta/audi-a4-b6-2-0-130-km-2004r-podgrzewane-fotele-stan-bardzo-dobry-bez-rdzy-ID6GBO1e.html
Audi A4;2008;4.555555555555555;6.23;-26.9;173;230.73;-25.0;otomoto.pl/osobowe/oferta/audi-a4-bezwypadkowy-1-8-turbo-160-koni-niski-przebieg-zadbany-ID6GuCeM.html
Audi A4;2005;3.3111111111111113;4.63;-28.5;212;230.67;-8.1;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-1-6-bogate-wyposazenie-ID6Gzdo7.html
Audi A4;2012;7.0;10.13;-30.9;157;181.72;-13.6;otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-benzyna-oplacony-serwisowany-bezwypadkowy-polecam-ID6FBflT.html
Audi A4;2004;2.6664444444444446;3.92;-32.0;220;232.08;-5.2;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b6-2004-2-0-alt-ID6GACdM.html
Audi A4;2008;4.22;6.23;-32.3;215;230.73;-6.8;otomoto.pl/osobowe/oferta/audi-a4-2-0t-211ps-gwarancja-super-stan-aso-raty-oplaty-ID6Gxspt.html
Audi A4;2008;4.22;6.23;-32.3;208;230.73;-9.9;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-avant-z-niemiec-serwisowany-w-aso-ID6GCHZ0.html
Audi A4;2005;3.0;4.63;-35.2;210;230.67;-9.0;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-2-0-ID6GoWIX.html
Audi A4;2000;1.3111111111111111;2.07;-36.7;255;275.67;-7.5;otomoto.pl/osobowe/oferta/audi-a4-bezwypadkowy-sprawny-technicznie-jeden-wlasciciel-lift-ID6GDBGB.html
Audi A4;2004;2.4222222222222225;3.92;-38.2;172;232.08;-25.9;otomoto.pl/osobowe/oferta/audi-a4-172tys-2-0tfsi-bogata-nowy-rozrzad-ID6GAJER.html
Audi A4;2006;3.0615555555555556;5.0;-38.8;199;225.43;-11.7;otomoto.pl/osobowe/oferta/audi-a4-2-0-ben-130km-alu-klima-serwis-z-niemiec-ID6Go59f.html
Audi A4;2004;2.3777777777777778;3.92;-39.3;178;232.08;-23.3;otomoto.pl/osobowe/oferta/audi-a4-klimatronik-serwis-po-oplatach-ID6GwNDD.html
Audi A4;1998;1.3333333333333333;2.23;-40.2;156;270.75;-42.4;otomoto.pl/osobowe/oferta/audi-a4-b5-1-8-benzyna-automat-ID6GfSrE.html
Audi A4;2003;1.7775555555555556;3.23;-45.0;211;248.39;-15.1;otomoto.pl/osobowe/oferta/audi-a4-niemiec-2-0-ben-s-line-chrom-bezwypadek-211-tys-km-zadbana-ID6GzHhx.html
Audi A4 Cabriolet;2004;3.8666666666666663;4.39;-11.9;246;280.67;-12.4;otomoto.pl/osobowe/oferta/audi-a4-1-8t-163km-stan-idealny-ID6GDvjG.html
Audi A4 Cabriolet;2002;2.4222222222222225;3.16;-23.3;190;223.5;-15.0;otomoto.pl/osobowe/oferta/audi-a4-audi-b6-kabrio-nowy-rozrzad-ID6FvPvj.html
Audi A4 Cabriolet;2007;5.088888888888889;6.77;-24.8;164;187.0;-12.3;otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-163km-cabriolet-stan-perfekcyjny-ID6GxdqM.html
Audi A5;2014;14.444222222222221;15.22;-5.1;159;181.82;-12.6;otomoto.pl/osobowe/oferta/audi-a5-225km-navi-ksenon-s-line-felga19-serwis-ID6GDuNJ.html
Audi A5;2021;37.55555555555556;39.75;-5.5;39;65.24;-40.2;otomoto.pl/osobowe/oferta/audi-a5-bezwypadkowy-salon-gwarancja-2021r-ID6GzIve.html
Audi A5;2020;32.77777777777778;34.97;-6.3;47;81.31;-42.2;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-45-tfsi-mhev-245km-quattro-matrix-serwis-aso-ID6Gj8me.html
Audi A5;2013;12.666666666666666;13.53;-6.4;137;177.09;-22.6;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-8t-sportback-5d-polift-lampy-led-ID6GqsnY.html
Audi A5;2016;18.11111111111111;19.4;-6.6;95;125.76;-24.5;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-s-line-krajowy-ID6GlRLI.html
Audi A5;2016;17.977777777777778;19.4;-7.3;89;125.76;-29.2;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-1-8-tfsi-salon-pl-igla-ID6GqIjb.html
Audi A5;2010;8.555555555555555;9.29;-7.9;174;190.59;-8.7;otomoto.pl/osobowe/oferta/audi-a5-2010-r-a5-4-5-drzwi-piekny-wygladzadbanyzamiana-ID6GiL1d.html
Audi A5;2020;32.2;34.97;-7.9;34;81.31;-58.2;otomoto.pl/osobowe/oferta/audi-a5-quattro-s-line-matrix-panorama-bezwypadkowy-tarnow-ID6GoqXc.html
Audi A5;2016;17.755555555555556;19.4;-8.5;81;125.76;-35.6;otomoto.pl/osobowe/oferta/audi-a5-s-line-sportowa-kierownica-i-fotele-vat-23-ID6GvBC7.html
Audi A5;2015;14.0;15.43;-9.3;150;169.0;-11.2;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-1-8-tfsi-automat-acc-line-assist-key-less-go-ID6GDz9i.html
Audi A5;2015;13.977777777777778;15.43;-9.4;142;169.0;-16.0;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-2-0-tfsi-quattro-s-line-ID6Gpnoq.html
Audi A5;2012;11.088888888888889;12.32;-10.0;163;214.21;-23.9;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-bezwypadkowy-1-8-benzyna-gwarancja-ID6GCWKB.html
Audi A5;2009;7.7555555555555555;8.63;-10.1;81;200.81;-59.7;otomoto.pl/osobowe/oferta/audi-a5-piekna-s-line-oplacona-tylko-81700km-af-ID6GABv8.html
Audi A5;2012;11.044444444444444;12.32;-10.4;146;214.21;-31.8;otomoto.pl/osobowe/oferta/audi-a5-1-8-turbo-benzyna-8t-zadbane-i-ladne-maly-przebieg-lift-ID6GA8IK.html
Audi A5;2021;35.53333333333333;39.75;-10.6;45;65.24;-31.0;otomoto.pl/osobowe/oferta/audi-a5-kolor-audi-exclusive-indywidualny-matrix-led-ambiente-audi-gdynia-ID6GsEIM.html
Audi A5;2014;13.555555555555555;15.22;-10.9;130;181.82;-28.5;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-ID6GCPi1.html
Audi A5;2014;13.555555555555555;15.22;-10.9;130;181.82;-28.5;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-ID6GCPi1.html
Audi A5;2018;22.666666666666668;25.58;-11.4;94;105.0;-10.5;otomoto.pl/osobowe/oferta/audi-a5-gratis-pakiet-serwisowy-o-wartosci-500-zl-ID6GzO1v.html
Audi A5;2018;22.200000000000003;25.58;-13.2;97;105.0;-7.6;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-2-0-tfsi-190-km-niemcy-ID6GCYq6.html
Audi A5;2018;22.200000000000003;25.58;-13.2;97;105.0;-7.6;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-2-0-tfsi-190-km-niemcy-ID6GCYq6.html
Audi A5;2018;22.200000000000003;25.58;-13.2;78;105.0;-25.7;otomoto.pl/osobowe/oferta/audi-a5-quattro-sport-252ps-alu-18-audi-nawigacja-ID6GAr1s.html
Audi A5;2018;22.200000000000003;25.58;-13.2;78;105.0;-25.7;otomoto.pl/osobowe/oferta/audi-a5-quattro-sport-252ps-alu-18-audi-nawigacja-ID6GAr1s.html
Audi A5;2008;6.422222222222222;7.41;-13.3;209;223.33;-6.4;otomoto.pl/osobowe/oferta/audi-a5-8t-1-8-tfsi-z-niemiec-170km-led-alu-s-line-ID6GCgGv.html
Audi A5;2019;26.644444444444446;30.82;-13.5;80;91.11;-12.2;otomoto.pl/osobowe/oferta/audi-a5-40-tsi-sportback-2019r-gwarancja-przebiegu-i-serwisu-i-wl-aso-ID6GBcGk.html
Audi A5;2010;8.0;9.29;-13.9;136;190.59;-28.6;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-1-8-tfsi-2010-warszawa-ID6Gw87U.html
Audi A5;2019;26.444444444444443;30.82;-14.2;84;91.11;-7.8;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-salon-polska-automat-ID6GAhmA.html
Audi A5;2013;11.555555555555555;13.53;-14.6;145;177.09;-18.1;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-ID6GBsnQ.html
Audi A5;2014;12.866666666666667;15.22;-15.5;164;181.82;-9.8;otomoto.pl/osobowe/oferta/audi-a5-sportback-lopatki-automat-bezwypadkowy-czujniki-p-t-start-stop-ID6GtGqX.html
Audi A5;2011;9.288888888888888;11.03;-15.8;122;177.13;-31.1;otomoto.pl/osobowe/oferta/audi-a5-oryginalny-przebieg-ID6GzpMo.html
Audi A5;2019;25.51111111111111;30.82;-17.2;74;91.11;-18.8;otomoto.pl/osobowe/oferta/audi-a5-salon-plkeyless-alkantara-webasto-serwis-w-aso-bezwypadkowy-fv23-ID6Gk4P8.html
Audi A5;2008;6.111111111111111;7.41;-17.5;197;223.33;-11.8;otomoto.pl/osobowe/oferta/audi-a5-pierwszy-wlasciciel-salon-pl-ID6GsTeE.html
Audi A5;2009;7.088888888888889;8.63;-17.9;179;200.81;-10.9;otomoto.pl/osobowe/oferta/audi-a5-super-stan-benzyna-polecam-ID6GAvyq.html
Audi A5;2012;10.11111111111111;12.32;-17.9;135;214.21;-37.0;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-coupe-2012r-ID6GqcqX.html
Audi A5;2017;20.200000000000003;25.92;-22.1;69;132.08;-47.8;otomoto.pl/osobowe/oferta/audi-a5-sportbacknavialcantarazarejestrowanabezwypadkowa-ID6GvjLK.html
Audi A5;2009;6.666666666666667;8.63;-22.8;128;200.81;-36.3;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-2-0-tfsi-niski-przebieg-zadbany-ID6GpSgx.html
Audi A5;2019;23.533333333333335;30.82;-23.6;81;91.11;-11.1;otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-35tfsi-190-km-doinwestowane-ID6GujyK.html
Audi A6;2008;5.777777777777778;6.09;-5.1;236;264.5;-10.8;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-ID6GwERA.html
Audi A6;2009;7.111111111111111;7.49;-5.1;183;222.86;-17.9;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-w-swietnym-stanie-ID6GosgI.html
Audi A6;2005;4.644444444444444;4.91;-5.4;211;245.23;-14.0;otomoto.pl/osobowe/oferta/audi-a6-auto-z-gwarancja-bogato-wyposazone-ID6GD5wD.html
Audi A6;2019;33.99977777777778;36.08;-5.8;72;90.05;-20.0;otomoto.pl/osobowe/oferta/audi-a6-super-stan-quattro-bogata-wersja-ID6FVI8b.html
Audi A6;2021;35.53333333333333;38.0;-6.5;83;95.9;-13.5;otomoto.pl/osobowe/oferta/audi-a6-265km-4x4-salon-pl-aktywny-tempomat-virtual-cockpit-dociagi-fv23-ID6GAfGx.html
Audi A6;2016;19.555555555555557;20.97;-6.7;103;162.44;-36.6;otomoto.pl/osobowe/oferta/audi-a6-2-0tfsi-2016-sedan-ID6GzJ8e.html
Audi A6;2015;15.533333333333335;16.68;-6.9;160;192.33;-16.8;otomoto.pl/osobowe/oferta/audi-a6-skory-nawigacja-2-komplety-kol-ledy-biksenony-ID6GDrBg.html
Audi A6;2009;6.97;7.49;-6.9;139;222.86;-37.6;otomoto.pl/osobowe/oferta/audi-a6-piekne-zadbane-audi-a6-ID6GDtFd.html
Audi A6;2004;4.2219999999999995;4.56;-7.4;228;249.4;-8.6;otomoto.pl/osobowe/oferta/audi-a6-c6-stan-idealny-bezwypadkowa-potwierdzony-przebieg-jedyna-taka-ID6GDMyk.html
